Brand,Model,Version Name,Price,Price Numeric (DT),Original Price,Original Price Numeric (DT),Is Promo,Status,URL,Image URL,Carrosserie,Nombre de portes,Garantie,Nombre de places,Disponibilité,Voiture populaire,Puissance (ch.din),Puissance fiscale,Couple,Energie,Nombre de cylindres,Cylindrée,Batterie,Nombre de moteurs électriques,Puissance électrique,Puissance thermique (ch.din),Type de batterie,Couple électrique,Puissance avec overboost (ch.din),Système antipollution,Transmission,Boîte,Nombre de rapports,Différentiel autobloquant,4 roues directrices,Hauteur,Largeur,Longueur,Volume du coffre,Volume du coffre maximal,Charge utile,Volume du coffre avant,Volume utile,Surface de chargement,Vitesse maxi,0-100 Km/h,Autonomie électrique (WLTP),Autonomie électrique (NEDC),Consommation mixte,Consommation urbaine,Consommation extra-urbaine,Temps de recharge normale (AC),Consommation électrique (WLTP),Temps de recharge rapide (DC),Emissions de CO2,Capacité de recharge maximale (AC),Direction assistée,Aide au stationnement,Régulateur de vitesse,Aide au démarrage en côte,Détecteur de fatigue,Limiteur de vitesse,Assistant de feux de route,Aide au maintien dans la voie,Surveillance d’angle mort,Système de descente en côte,Alerte de circulation transversale,Reconnaissance des panneaux,Conduite autonome,Détection des piétons,Contrôle de stabilité anti-retournement,Contrôle du roulis de la remorque,Caméra d'angle mort,Autoradio,Connectivité,Ecran central,Navigation,Connected Drive,Ecran passager,Sellerie,Climatisation,Jantes,Fermeture centralisée,ABS,Vitres électriques,Airbags,Anti-démarrage électronique,Rétroviseurs extérieurs,Volant réglable,Anti-patinage,Tapis de sol,Ordinateur de bord,Volant,Feux à LED,Sièges réglables en hauteur,Accoudoirs,Allumage automatique des feux,Phares,Fixations ISOFIX,Contrôle de pression des pneus,Assistance au freinage,Bouton Start & Stop,Clé intelligente,Instrumentation digitale,Frein de stationnement,Sièges,Détecteur de pluie,Vitres,Eléments extérieurs couleur carrosserie,Rétroviseur intérieur,Modes de conduite,Lumières d'ambiance,Alarme antivol,Alimentation électrique,Toit,Appuis têtes arrières,Antibrouillards,Kit rangement,Coffre à bagages,Baguettes extérieures d'encadrement des vitres,Peinture,Barres de toit,Alerte de franchissement de ligne,Calandre,Finition intérieure,Système Start & Stop,Alerte de risque de collision,Kit sécurité,Pommeau de levier de vitesse,Spoiler arrière,Boulons de roues protégés,Kit carrosserie,Seuils de portes,Version pays chauds,Kit éclairage,Affichage tête haute,Kit fumeurs,Ciel de pavillon,Poignées de portes,Tableau de bord,Suspension,Pédaliers,Préparation pour téléphone,Train roulant,Marchepieds latéraux,Pneumatiques runflat,Freinage,Barre stabilisatrice,Lave Phares,Boîte à gants réfrigérée,Arceau de benne,Fermeture assistée des portes,Caméra d'enregistrement de conduite,Cloison entre cabine et compartiment arrière,Sorties d’échappement,Pack aérodynamique M,Terrain Response,Pack Sport Chrono,Système de récupération d'énergie,Boule d'attelage,Capot moteur actif,Aileron arrière,DSC,Porte bagages,Capote éléctrique,Stores pare-soleil,Sideblades,Launch Control,Rideau de benne,Jupes latérales,Portes en élytre,Contrôle adaptatif de la charge,Dynamic Response
Toyota,Coaster,Toyota Coaster 4.2 L Diesel 23 places,248 000 DT,248000,,,Non,Normal,https://www.automobile.tn/fr/neuf/toyota/coaster/4.2-l,https://catalogue.automobile.tn/max/2019/12/46297.png?t=1779433889,Minibus,2 | 1 porte latérale battante,1 an ou 50000 km,23,Disponible,,130 CH,11 CV,284 nm 2200 tr/min,Diesel,6,4164 CM³,,,,,,,,,Propulsion,Manuelle,5,,,2635 mm,2275 mm,6990 mm,,,,,,,100 KM/H,N.C,,,N.C,N.C,N.C,,,,,,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,USB | AUX,Non,Non,Non,Non,Tissu,Manuelle | Ventilation arrière,17'',Non,Oui,Non,Frontal conducteur,Non,Non,Non,Non,Plastique antidérapant,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non
Audi,A5,Audi A5 TFSI Advanced,249 000 DT,249000,,,Non,Normal,https://www.automobile.tn/fr/neuf/audi/a5-berline/tfsi-advanced,https://catalogue.automobile.tn/max/2025/10/47488.jpg?t=1768210542,Berline,5,3 ans,5,Disponible,,150 CH,8 CV,280 nm 1400 tr/min,Essence,4,1984 CM³,,,,,,,,,Traction,Automatique,7,,,1444 mm,1860 mm,4829 mm,445 L,1299 L,,,,,216 KM/H,9.8 s,,,7.3 L/100 km,,,,,,,,Oui,Radar de recul | Radar avant | Système de caméras 360 | Audi Parking System Plus | Détection du trafic en marche arrière,Adaptatif (ACC),Non,Oui,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Non,MMI Radio | Commandes au volant,USB | Android Auto | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,Tactile | Curved Display | 14.5 pouces,Non,Non,Non,Cuir/similicuir,Automatique | 3 zones | Ventilation arrière,En aluminium | 18'',À distance,Oui,Avant/Arrière,Frontaux | Latéraux | Rideaux | Centraux,Oui,Électriques | Rabattables | Dégivrants | Photosensibles | Mémoire de position | Avec clignotants intégrés | Éclairage d'accueil à LED,En hauteur et en profondeur,ESP,Oui,Oui,Cuir | 3 branches | Multi-fonctions | Sport | à méplat | Avec palettes,Feux de jour | Avant | Arrières | Clignotants à défilement,Conducteur et passager,Avant,Oui,Audi Matrix LED,Oui,Oui,AFU,Démarrage mains libres,Accès mains libres,Audi Virtual Cockpit | 11.9 pouces,Éléctrique,Électriques | Réglage lombaire | Fonction mémoire,Oui,Parebrise athermique | Lunette et vitres arrières sur-teintées | Acoustiques,Non,Anti-éblouissement | Sans Cadre,Audi Drive Select,LED | 30 Couleurs,Oui,Non,Panoramique | En verre | Electrochrome,Non,Non,Non,Ouverture et fermeture motorisées,Non,Non,Non,Oui,Non,Inserts décoratifs en aluminium mat brossé Argent,Non,Non,Triangle de présignalisation,Non,Non,Oui,Advanced,Aluminium | Eclairés,Oui,Non,Non,Oui,Noir | Tissu,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
BMW,Série 5,520i Lounge,249 900 DT,249900,334.900 DT,334900,Oui,Promo,https://www.automobile.tn/fr/neuf/bmw/serie-5/520i-2025-lounge,https://catalogue.automobile.tn/max/2025/04/47356.jpg?t=1775725771,Berline,4,5 ans (2+3),5,Disponible,,190 CH,10 CV,310 nm 1500 tr/min,Essence | Hybride léger,4,1597 CM³,,,11 CH,,,,,,Propulsion,Automatique,8,,,1515 mm,1900 mm,5060 mm,520 L,,,,,,230 KM/H,7.9 s,,,7.2 L/100 km,8.8 L/100 km,6.2 L/100 km,,,,,,Oui,Radar de recul | Radar avant | Système de caméras 360 | Parkassist | Détection du trafic en marche arrière | Autoreverse,Avec fonction freinage,Oui,Oui,Oui,Oui,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,12 haut-parleurs | Harman/Kardon | Commandes au volant,USB-C | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,Tactile | 14.9 pouces,GPS,eSim | Teleservices | Connected+,Non,Surpiqures | Veganza perforé,Automatique | Bizone,En aluminium | 18'',À distance,Oui,Avant/Arrière,Frontaux | Latéraux | Rideaux,Oui,Électriques | Rabattables | Avec clignotants intégrés,En hauteur et en profondeur,DSC,Velours,Oui,Cuir | Multi-fonctions | Avec palettes,Feux de jour | Avant | Arrières,Conducteur et passager,Avant | Arrière,Oui,Adaptatifs | LED,Oui,Oui,DBC,Démarrage mains libres,Accès mains libres,12.3 pouces | Live Cockpit Professional,Éléctrique,Électriques | Réglage lombaire | Fonction mémoire,Oui,Lunette et vitres arrières sur-teintées | Calorifuges,Pare-chocs | Poignées de portes | Rétroviseurs,Anti-éblouissement,Confort | Sport | Eco,Oui,Non,Non,Non,3,Non,Non,Ouverture et fermeture motorisées,Alu satiné,Métallisée,Non,Oui,Chromée,Chêne foncé à haute brillance | Inserts décoratifs Dark Silver,Oui,FCW,Triangle de présignalisation | Trousse de premiers secours,Non,Non,Oui,Non,Aluminium,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
BMW,Série 5,520i Pack M,264 900 DT,264900,359.900 DT,359900,Oui,Promo,https://www.automobile.tn/fr/neuf/bmw/serie-5/520i-2025-pack-m,https://catalogue.automobile.tn/max/2025/04/47356.jpg?t=1775725771,Berline,4,5 ans (2+3),5,Disponible,,190 CH,10 CV,310 nm 1500 tr/min,Essence | Hybride léger,4,1597 CM³,,,11 CH,,,,,,Propulsion,Automatique,8,,,1515 mm,1900 mm,5060 mm,520 L,,,,,,230 KM/H,7.9 s,,,7.2 L/100 km,8.8 L/100 km,6.2 L/100 km,,,,,,Oui,Radar de recul | Radar avant | Système de caméras 360 | Parkassist | Détection du trafic en marche arrière | Autoreverse,Avec fonction freinage,Oui,Oui,Oui,Oui,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,12 haut-parleurs | Harman/Kardon | Commandes au volant,USB-C | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,Tactile | 14.9 pouces,GPS,eSim | Teleservices | Connected+,Non,Surpiqures | Veganza perforé,Automatique | Bizone,En aluminium | 19'',À distance,Oui,Avant/Arrière,Frontaux | Latéraux | Rideaux,Oui,Électriques | Rabattables | Avec clignotants intégrés,En hauteur et en profondeur,DSC,Velours,Oui,Cuir | Multi-fonctions | M | Sport | Avec palettes,Feux de jour | Avant | Arrières,Conducteur et passager,Avant | Arrière,Oui,Adaptatifs | LED,Oui,Oui,DBC,Démarrage mains libres,Accès mains libres,12.3 pouces | Live Cockpit Professional,Éléctrique,Électriques | Réglage lombaire | Fonction mémoire,Oui,Lunette et vitres arrières sur-teintées | Calorifuges,Pare-chocs | Poignées de portes | Rétroviseurs,Anti-éblouissement,Confort | Sport | Eco,Oui,Non,Non,Panoramique | En verre,3,Non,Non,Ouverture et fermeture motorisées,Alu satiné,Métallisée,Non,Oui,Chromée,Chêne foncé à haute brillance | Inserts décoratifs Dark Silver,Oui,FCW,Triangle de présignalisation | Trousse de premiers secours,Non,Non,Oui,Pack Sport M,Aluminium,Oui,Oui,Non,Non,M anthracite,Non,Non,Adaptative,Acier inoxydable brossé,Non,Sport M,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
BMW,Série 5,520i Pack M +,279 900 DT,279900,384.900 DT,384900,Oui,Promo,https://www.automobile.tn/fr/neuf/bmw/serie-5/520i-2025-pack-m-plus,https://catalogue.automobile.tn/max/2025/04/47356.jpg?t=1775725771,Berline,4,5 ans (2+3),5,Disponible,,190 CH,10 CV,310 nm 1500 tr/min,Essence | Hybride léger,4,1597 CM³,,,11 CH,,,,,,Propulsion,Automatique,8,,,1515 mm,1900 mm,5060 mm,520 L,,,,,,230 KM/H,7.9 s,,,7.2 L/100 km,8.8 L/100 km,6.2 L/100 km,,,,,,Oui,Radar de recul | Radar avant | Système de caméras 360 | Parkassist | Détection du trafic en marche arrière | Autoreverse,Avec fonction freinage,Oui,Oui,Oui,Oui,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,12 haut-parleurs | Harman/Kardon | Commandes au volant,USB-C | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,Tactile | 14.9 pouces,GPS,eSim | Teleservices | Connected+,Non,Surpiqures | Veganza perforé,Automatique | Bizone,En aluminium | 20'',À distance,Oui,Avant/Arrière,Frontaux | Latéraux | Rideaux,Oui,Électriques | Rabattables | Avec clignotants intégrés,En hauteur et en profondeur,DSC,Velours,Oui,Cuir | Multi-fonctions | M | Sport | Avec palettes,Feux de jour | Avant | Arrières,Conducteur et passager,Avant | Arrière,Oui,Adaptatifs | LED,Oui,Oui,DBC,Démarrage mains libres,Accès mains libres,12.3 pouces | Live Cockpit Professional,Éléctrique,Électriques | Ventilés | Réglage lombaire | Fonction mémoire | Confort,Oui,Lunette et vitres arrières sur-teintées | Calorifuges,Pare-chocs | Poignées de portes | Rétroviseurs,Anti-éblouissement,Confort | Sport | Eco,Oui,Non,Non,Panoramique | En verre,3,Non,Non,Ouverture et fermeture motorisées,Alu satiné,Métallisée,Non,Oui,Chromée | BMW Iconic Glow,Chêne foncé à haute brillance | CraftedClarity | Inserts décoratifs Dark Silver,Oui,FCW,Triangle de présignalisation | Trousse de premiers secours,Non,Non,Oui,Pack Sport M,Aluminium,Oui,Oui,Non,Non,M anthracite,Non,Non,Adaptative,Acier inoxydable brossé,Non,Sport M,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Volvo,XC60,2.0 l T8 Recharge Ultra Dark,229 900 DT,229900,239.900 DT,239900,Oui,Promo,https://www.automobile.tn/fr/neuf/volvo/xc60/2.0-l-t8-recharge-ultra-dark,https://catalogue.automobile.tn/max/2025/12/47522.jpg?t=1776673109,SUV,5,3 ans ou 100.000 km | Batterie garantie 8 ans ou 160.000 KM,5,Disponible,,462 CH,20 CV,659 nm 2500 tr/min,Essence | Hybride rechargeable,4,1969 CM³,,,143 CH,310 CH,,,,,Intégrale,Automatique,8,,,1656 mm,1902 mm,4708 mm,468 L,,,,,,180 KM/H,4.9 s,77 km,,1.4 L/100 km,,,,,,,,Oui,Radar de recul | Radar avant | Système de caméras 360,Adaptatif (ACC),Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Non,RSC,Non,Non,14 haut-parleurs | Harman/Kardon | Commandes au volant | Subwoofer,2 USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,Tactile | 11.2 pouces,Non,Non,Non,Nordico,Automatique | Bizone,En aluminium | 20'',À distance,Oui,Avant/Arrière,Frontaux | Latéraux | Rideaux | Genoux conducteur,Oui,Électriques | Rabattables | Dégivrants,En hauteur et en profondeur,STC,Oui,Oui,Cuir | 3 branches | Multi-fonctions,Feux de jour | Avant | Arrières,Conducteur et passager,Avant | Arrière,Oui,Full LED | Directionnels,Oui,Oui,VDC,Démarrage mains libres,Accès mains libres,12.3 pouces,Éléctrique,Électriques | Chauffants | Réglage lombaire | Fonction mémoire,Oui,Lunette et vitres arrières sur-teintées,Non,Anti-éblouissement,Confort | Sport | Eco,Oui,Oui,1 prise 12 V,Ouvrant | Panoramique,Non,LED,Oui,Ouverture et fermeture motorisées | Cache Bagages | Ouverture à distance,Noir Brillant,Métallisée,Noir laqué,Non,Non,Bois,Oui,RCW,Oui,Cristal d'orrefors,Non,Oui,Non,Aluminium,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Volvo,XC60,2.0 l T8 Recharge Ultra Black Edition,249 900 DT,249900,259.900 DT,259900,Oui,Promo,https://www.automobile.tn/fr/neuf/volvo/xc60/2.0-l-t8-recharge-ultra-black-edition,https://catalogue.automobile.tn/max/2025/12/47522.jpg?t=1776673109,SUV,5,3 ans ou 100.000 km | Batterie garantie 8 ans ou 160.000 KM,5,Disponible,,462 CH,20 CV,659 nm 2500 tr/min,Essence | Hybride rechargeable,4,1969 CM³,,,143 CH,310 CH,,,,,Intégrale,Automatique,8,,,1656 mm,1902 mm,4708 mm,468 L,,,,,,180 KM/H,4.9 s,77 km,,1.4 L/100 km,,,,,,,,Oui,Radar de recul | Radar avant | Système de caméras 360,Adaptatif (ACC),Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Non,RSC,Non,Non,14 haut-parleurs | Harman/Kardon | Commandes au volant | Subwoofer,2 USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,Tactile | 11.2 pouces,Non,Non,Non,Cuir | Nappa,Automatique | Bizone,En aluminium | 21'',À distance,Oui,Avant/Arrière,Frontaux | Latéraux | Rideaux | Genoux conducteur,Oui,Électriques | Rabattables | Dégivrants,En hauteur et en profondeur,STC,Oui,Oui,Cuir | 3 branches | Multi-fonctions,Feux de jour | Avant | Arrières,Conducteur et passager,Avant | Arrière,Oui,Full LED | Directionnels,Oui,Oui,VDC,Démarrage mains libres,Accès mains libres,12.3 pouces,Éléctrique,Électriques | Chauffants | Ventilés | Réglage lombaire,Oui,Lunette et vitres arrières sur-teintées,Non,Anti-éblouissement,Confort | Sport | Eco,Oui,Oui,1 prise 12 V,Ouvrant | Panoramique,Non,LED,Oui,Ouverture et fermeture motorisées | Cache Bagages | Ouverture à distance,Noir Brillant,Métallisée,Noir laqué,Non,Non,Aluminium maillé,Oui,RCW,Oui,Cristal d'orrefors,Non,Oui,Non,Aluminium,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Hyundai,Ioniq 5 N,Hyundai Ioniq 5 N 84 kWh 4WD,249 950 DT,249950,,,Non,Normal,https://www.automobile.tn/fr/neuf/hyundai/ioniq-5-n/84-kwh-4wd,https://catalogue.automobile.tn/max/2025/10/47464.png?t=1760028840,SUV,5,5 ans ou 100000 km | Batterie garantie 8 ans ou 160.000 KM,5,Disponible,,650 CH,12 CV,770 nm 0 tr/min,Electrique,,,84 kWh,2,,,,,,,Intégrale,Automatique,,eLSD,,1605 mm,1940 mm,4715 mm,527 L,1587 L,,24 L,,,260 KM/H,3.4 s,589 km,,,,,6.8 heures,21.2 kWh/100 km,18 minutes,0 g/km,,Électrique,Radar de recul | Radar avant | Système de caméras 360 | Détection du trafic en marche arrière,Adaptatif (ACC),Oui,DAW,Intelligent,AHBA,LKA | LFA,BCA,Non,Oui,TSR | Avec régulation de la vitesse,Niveau 2,Non,Non,Non,Oui,Haut-parleurs Bose | Commandes au volant | Subwoofer | Radio numérique DAB,USB | Android Auto | Apple Carplay | AUX | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,Tactile | 12.3 pouces,Non,Non,Non,Cuir/Tissu,Automatique | Bizone | Ventilation arrière,En aluminium | 21'' | Bi-ton,À distance,Oui,Avant/Arrière,Frontaux | Latéraux | Rideaux | Centraux,Oui,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés,En hauteur et en profondeur,ESP,Oui,Oui,Chauffant | Multi-fonctions | Avec palettes | N-Line,Feux de jour | Avant | Arrières | Pixel LED,Conducteur et passager,Avant conducteur,Oui,Pixel LED | Bi-LED,Oui,Oui,EBD | Système anti-collision avec détection des piétons | Freinage multi-collision,Démarrage mains libres,Accès mains libres,12.3 pouces,Éléctrique,Électriques | Chauffants | Fonction mémoire | Baquets,Oui,Parebrise athermique | Lunette et vitres arrières sur-teintées | Acoustiques,Non,Anti-éblouissement | Avec caméra arrière,Normal | Sport | Eco | Neige,LED,Périmétrique,2 prises 12 V | Chargeur inversé (V2L),Non,3,Non,Non,Ouverture et fermeture motorisées | Ouverture mains libres,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,N-Line,Non,Non,Oui,Non,Non,Non,Escamotables,Non,Non,Aluminium,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
KIA,Sorento Hybride,KIA Sorento Hybride 1.6 T-GDi HEV,249 980 DT,249980,,,Non,Normal,https://www.automobile.tn/fr/neuf/kia/sorento-hybride/1.6-t-gdi-hev,https://catalogue.automobile.tn/max/2025/11/47503.png?t=1774975559,SUV,5,5 ans,7,Sur arrivage,,235 CH,10 CV,367 nm 1500 tr/min,Essence | Hybride,4,1598 CM³,,,60 CH,180 CH,,264 nm,,,Intégrale,Automatique,6,,,1700 mm,1900 mm,4815 mm,179 L,813 L,,,,,193 KM/H,8.9 s,,,6.1 L/100 km,,,,,,,,Oui,Radar de recul | Radar avant | Système de caméras 360 | Détection du trafic en marche arrière | Stationnement intelligent à distance,Adaptatif (ACC) | HDA,HAC,Non,Non,HBA,LKA | LFA,BCA,Non,Non,Avec régulation de la vitesse,Niveau 2,Oui,Non,Non,Oui,12 haut-parleurs | Haut-parleurs Bose | Commandes au volant | Amplificateur externe,USB | Android Auto | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,Tactile | 12.3 pouces,Cartographie Tunisienne,Non,Non,Cuir | Nappa,Automatique | Bizone | Ventilation arrière,En aluminium | 19'',À distance,Oui,Avant/Arrière,Frontaux | Latéraux | Rideaux | Centraux,Oui,Électriques | Dégivrants | Avec clignotants intégrés | Éclairage d'accueil à LED,En hauteur et en profondeur,ESC,Oui,Oui,Cuir | Chauffant | Multi-fonctions | Réglage électrique | Avec palettes,Feux de jour | Avant | Arrières | Clignotants à défilement,Conducteur et passager,Avant | Arrière,Oui,Full LED | Adaptatifs,Oui,TPMS,EBD | Système anti-collision avec détection des piétons,Démarrage mains libres,Accès mains libres,12.3 pouces,Éléctrique | EPB,Électriques | Chauffants | Ventilés | Réglage lombaire | Fonction mémoire,Oui,Lunette et vitres arrières sur-teintées,Non,Avec caméra arrière,Sport | Eco | Smart | Boue | Sable | Neige,LED,Non,Non,Ouvrant | Panoramique | En verre,Non,LED,Non,Non,Alu satiné,Non,Oui,Non,Maillage 3D,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Métal,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Honda,Civic Type R,Honda Civic Type R 2.0 l Turbo,255 000 DT,255000,,,Non,Normal,https://www.automobile.tn/fr/neuf/honda/civic-type-r/2.0-l-turbo,https://catalogue.automobile.tn/max/2024/07/47179.png?t=1775221749,Berline,4,3 ans ou 100.000 km,4,Disponible,,319 CH,21 CV,420 nm 2600 tr/min,Essence,4,1996 CM³,,,,,,,,,Traction,Manuelle,6,,,1401 mm,1890 mm,4592 mm,694 L,,,,,,275 KM/H,5.4 s,,,8.4 L/100 km,11.3 L/100 km,6.7 L/100 km,,,,,,EPS | Électrique,Radar de recul | Radar avant | Caméra de recul,Adaptatif (ACC) | Cruise control,Oui,Oui,Non,HBSS,LKA | RDM,Non,Non,Oui,Non,Non,Non,Non,Non,Non,12 haut-parleurs | Haut-parleurs Bose | Commandes au volant,2 USB | Android Auto | Apple Carplay | Bluetooth | Commande vocale | Wifi | Chargeur de téléphone sans fil,Tactile | 9 pouces,Non,Non,Non,Velours,Automatique | Bizone,En aluminium | 19'',À distance,Oui,Avant/Arrière,Frontaux | Latéraux | Rideaux | Genoux,Oui,Électriques | Dégivrants | Noirs | Avec clignotants intégrés,En hauteur et en profondeur,VSA,Oui,Oui,Multi-fonctions | Alcantara,Feux de jour | Avant | Arrières,Conducteur,Avant | Arrière,Oui,Full LED,Oui,TPMS,EBA | EBD | Système anti-collision avec détection des piétons | Freinage automatique anti-collision (AEB) | EBB,Démarrage mains libres,Accès mains libres,10.2 pouces,Éléctrique | EPB,Sport,Oui,Acoustiques,Pare-chocs | Poignées de portes,Anti-éblouissement,Confort | Sport | Individual | +R,Oui,Oui,1 prise 12 V,Non,Non,LED,Oui,Cache Bagages,Non,Non,Non,LDW,Noire,Non,Non,FCW,Non,Aluminium,Non,Non,Type R,Non,Non,Non,Non,Non,Non,Non,Non,Adaptative,Aluminium,Non,Non,Non,Non,Brembo,Avant | Arrière,Non,Non,Non,Non,Non,Non,Chromées | Triples,Non,Non,Non,Non,Non,Non,Carbonne,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Audi,Q6 e-tron,Audi Q6 e-tron 100 kWh Quattro S-line,259 000 DT,259000,,,Non,Normal,https://www.automobile.tn/fr/neuf/audi/q6-e-tron/100-kwh-quattro-s-line,https://catalogue.automobile.tn/max/2025/07/47409.png?t=1772984384,SUV,5,3 ans | Batterie garantie 8 ans ou 160.000 KM,5,Disponible,,388 CH,9 CV,855 nm 0 tr/min,Electrique,,,100 kWh,2,,,NMC,,,,Intégrale,Automatique,,,,1648 mm,1939 mm,4771 mm,526 L,1529 L,,64 L,,,210 KM/H,5.9 s,619 km,,,,,10 heures,19.5 kWh/100 km,21 minutes,,,Oui,Radar de recul | Radar avant | Système de caméras 360 | Audi Parking System Plus,Adaptatif (ACC),Non,Oui,Oui,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Haut-parleurs Bang & Olufsen | MMI Panoramic Display,USB | USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,Tactile | 14.5 pouces,Non,Non,Oui,Cuir/Microfibre Dinamica | Nappa | Surpiqures,Automatique | 3 zones | Ventilation arrière,En aluminium | 20'',À distance,Oui,Avant/Arrière,Frontaux | Latéraux | Rideaux,Oui,Électriques | Rabattables | Dégivrants | Photosensibles | Mémoire de position | Noirs | Avec clignotants intégrés | Éclairage d'accueil à LED,En hauteur et en profondeur,Oui,Oui,Oui,Cuir | 3 branches | Chauffant | Multi-fonctions | Sport | à méplat | Avec palettes,Feux de jour | Avant | Arrières | Clignotants à défilement,Conducteur et passager,Avant,Oui,Audi Matrix LED | Signature LED,Oui,Oui,Non,Démarrage mains libres,Accès mains libres,Audi Virtual Cockpit | 11.9 pouces,Éléctrique,Électriques | Chauffants | Massants | Réglage lombaire | Fonction mémoire | Avec Appuie-tête intégrés | Sport,Oui,Parebrise athermique | Lunette et vitres arrières sur-teintées | Acoustiques,Non,Anti-éblouissement,Audi Drive Select,LED | 30 Couleurs,Oui,Non,Panoramique | En verre,Non,Non,Oui,Ouverture et fermeture motorisées,Pack style Noir,Non,Noires,Oui,Non,Inserts décoratifs en aluminium Anthracite mat brossé,Non,Non,Triangle de présignalisation,Non,Non,Oui,S-line,Aluminium | Eclairés | S-line,Oui,Non,Avec réalité augmentée,Non,Non,Non,Cuir,Non,Acier inoxydable brossé,Non,Sport,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
